0.000000000,0
0.005804988,0
0.011609977,0
0.017414965,0
0.023219954,0
0.029024943,0
0.034829931,0
0.040634920,380.768
0.046439909,370.288
0.052244897,360.321
0.058049886,354.541
0.063854875,354.083
0.069659863,353.611
0.075464852,353.403
0.081269841,353.421
0.087074829,352.893
0.092879818,352.424
0.098684807,351.223
0.104489795,349.583
0.110294784,347.119
0.116099773,342.513
0.121904761,338.328
0.127709750,339.064
0.133514739,342.704
0.139319727,344.329
0.145124716,0
0.150929705,0
0.156734693,0
0.162539682,0
0.168344671,371.775
0.174149659,367.494
0.179954648,368.816
0.185759637,368.361
0.191564625,368.406
0.197369614,368.728
0.203174603,368.248
0.208979591,367.725
0.214784580,366.671
0.220589569,365.976
0.226394557,365.615
0.232199546,365.635
0.238004535,366.094
0.243809523,366.618
0.249614512,366.534
0.255419501,366.165
0.261224489,365.594
0.267029478,364.968
0.272834467,364.681
0.278639455,363.975
0.284444444,363.528
0.290249433,363.106
0.296054421,362.703
0.301859410,362.686
0.307664399,362.712
0.313469387,363.113
0.319274376,363.866
0.325079365,364.61
0.330884353,365.077
0.336689342,365.052
0.342494331,364.913
0.348299319,364.569
0.354104308,364.022
0.359909297,363.73
0.365714285,363.553
0.371519274,363.691
0.377324263,363.921
0.383129251,364.176
0.388934240,364.446
0.394739229,364.629
0.400544217,364.811
0.406349206,364.452
0.412154195,364.276
0.417959183,363.683
0.423764172,363.005
0.429569160,362.66
0.435374149,361.856
0.441179138,361.159
0.446984126,360.762
0.452789115,360.325
0.458594104,360.101
0.464399092,360.166
0.470204081,360.219
0.476009070,360.421
0.481814058,360.897
0.487619047,360.869
0.493424036,360.755
0.499229024,360.407
0.505034013,360.09
0.510839002,359.979
0.516643990,359.93
0.522448979,360.474
0.528253968,360.832
0.534058956,361.173
0.539863945,361.655
0.545668934,362.183
0.551473922,362.525
0.557278911,362.662
0.563083900,362.511
0.568888888,362.087
0.574693877,361.675
0.580498866,361.538
0.586303854,361.286
0.592108843,361.456
0.597913832,361.607
0.603718820,361.722
0.609523809,361.806
0.615328798,361.342
0.621133786,361.064
0.626938775,360.656
0.632743764,360.115
0.638548752,360.017
0.644353741,359.632
0.650158730,359.275
0.655963718,359.379
0.661768707,359.393
0.667573696,359.765
0.673378684,360.032
0.679183673,360.03
0.684988662,360.153
0.690793650,360.116
0.696598639,360.214
0.702403628,360.177
0.708208616,360.005
0.714013605,360.255
0.719818594,360.415
0.725623582,360.776
0.731428571,361.22
0.737233560,361.499
0.743038548,361.724
0.748843537,362.075
0.754648526,362.57
0.760453514,363.188
0.766258503,363.833
0.772063492,364.277
0.777868480,364.873
0.783673469,365.611
0.789478458,366.693
0.795283446,367.807
0.801088435,369.355
0.806893424,371.061
0.812698412,372.496
0.818503401,374.533
0.824308390,376.941
0.830113378,380.799
0.835918367,386.368
0.841723356,393.099
0.847528344,398.071
0.853333333,401.002
0.859138321,403.137
0.864943310,405.602
0.870748299,408.25
0.876553287,411.768
0.882358276,413.804
0.888163265,413.679
0.893968253,414.913
0.899773242,415.438
0.905578231,414.828
0.911383219,414.439
0.917188208,413.196
0.922993197,411.681
0.928798185,410.721
0.934603174,409.755
0.940408163,408.652
0.946213151,408.123
0.952018140,407.668
0.957823129,407.462
0.963628117,407.56
0.969433106,407.027
0.975238095,406.671
0.981043083,406.392
0.986848072,407.408
0.992653061,407.466
0.998458049,407.442
1.004263038,408.483
1.010068027,409.281
1.015873015,408.835
1.021678004,407.724
1.027482993,406.314
1.033287981,404.506
1.039092970,402.281
1.044897959,400.713
1.050702947,401.584
1.056507936,403.146
1.062312925,404.319
1.068117913,404.417
1.073922902,404.045
1.079727891,403.832
1.085532879,403.933
1.091337868,404.239
1.097142857,404.779
1.102947845,405.408
1.108752834,406.339
1.114557823,407.147
1.120362811,407.559
1.126167800,407.412
1.131972789,407.22
1.137777777,406.721
1.143582766,405.453
1.149387755,404.04
1.155192743,399.765
1.160997732,397.076
1.166802721,398.233
1.172607709,399.401
1.178412698,399.908
1.184217687,399.785
1.190022675,399.561
1.195827664,399.101
1.201632653,398.373
1.207437641,397.153
1.213242630,396.733
1.219047619,399.345
1.224852607,409.747
1.230657596,411.63
1.236462585,411.577
1.242267573,409.127
1.248072562,406.284
1.253877551,406.055
1.259682539,405.725
1.265487528,405.782
1.271292517,405.649
1.277097505,405.131
1.282902494,404.291
1.288707482,403.477
1.294512471,402.289
1.300317460,400.966
1.306122448,399.84
1.311927437,398.793
1.317732426,398.377
1.323537414,398.373
1.329342403,398.718
1.335147392,399.062
